q_source_id,m_source_id,tag
youtube_dsr__A565705710535701,apple__605723268,valid
youtube_dsr__A149411336057889,crawler_247__00602527502328_MYUM71001970,valid
crawler_gdeasia__1239110,crawler_247__00602527529004_MYUM71002133,valid
crawler_new247__USUM70600722,crawler_247__2738969,invalid
youtube_dsr__Z4eHQwT3_8A,spotify_apidsr__7uKnsKwXctOfONgecAXpfs,invalid
crawler_247__31732792,crawler_247__889966278995_GBPS81500566,invalid
crawler_247__10078149,crawler_247__889966256399_GBPS81500566,invalid
crawler_new247__USUM70505393,crawler_247__32426185,valid
spotify_apidsr__7bdtdbvEsyCmT7WmOH7Hnh,crawler_247__2738851,invalid
crawler_247__92704486,crawler_247__2959354,invalid
spotify_apidsr__5bOTNlCADATc9UMszZ3OCO,crawler_247__889966249391_GBPS81500566,invalid
spotify_apidsr__3FK6puwWB0Sz5uN9mT3Lad,crawler_247__2971440,invalid
crawler_247__2808887,crawler_247__00602498534083_USUM70600723,invalid
crawler_247__16027336,crawler_247__889966213057_GBPS81500566,invalid
crawler_theorchard__889966096698_1_8_GBPS81500566,crawler_eolasia__544725,invalid
crawler_theorchard__889176556548_1_7_GBPS81500566,crawler_247__2682247,invalid
spotify__3OyIXb0PHvb67tgWw3TOaz,apple__274731930,invalid
crawler_warnerdigitalcontent__5099920608651_1_2_GBDUW0700002,tedald_spotify__35wYaOTtkv9VAHjHPWQONA,invalid
crawler_247__77642426,crawler_247__88330218,valid
crawler_new247__GBPS81500566,crawler_theorchard__889966003139_1_46_GBPS81500566,valid
crawler_247__3045676,crawler_247__889176885549_GBPS81500566,invalid
crawler_247__15235307,crawler_247__889966203355_GBPS81500566,invalid
crawler_247__84610738,spotify_apidsr__2nbi2JfMp1vJMhPHhzueUx,valid
spotify_apidsr__4zKHzkt1AAQQj2WUNJ5lAq,spotify_apidsr__42PyHsxbDeyS0zcVKhln45,invalid
crawler_247__887158531514_USA2P1338024,crawler_247__889845032557_US8K20029372,invalid
spotify_apidsr__7yk6Y33vADaQUtoWhYZMxX,crawler_prosieben_commercial_s3__E5E344C9-B5EA-4670-B90E-CA2406006C35,invalid
spotify_apidsr__7uZ7AiONlhz07hDOY7RGJn,crawler_247__815746019496_US6VQ1180321,invalid
crawler_247__886788471139_ARA821200012,crawler_247__886788246966_USA371477971,invalid
spotify_apidsr__0KeeuWaYix0TkwSdr9sPuZ,spotify_apidsr__1cwdV24c4sxEUblAY3dzYd,invalid
crawler_kontor__7640168991562_CHB241501930,spotify_apidsr__0XplY66ebfq7wChAUhDjej,invalid
crawler_new247__ARG991011530,spotify_apidsr__7aa00rUKCXgmRSKNlC2ogg,invalid
crawler_new247__ARG991011328,spotify_apidsr__2eGYXDaL0Gad0Lf3QZwXY5,invalid
crawler_theorchard__887396486720_1_19_USA561335327,spotify_apidsr__0TJGEF3YPod86QuybBzUHA,invalid
crawler_247__886788675773_US6FJ1109494,crawler_247__881226926028_CAM461101117,invalid
spotify_apidsr__45BadqT45wXoUEwzw4FESV,apple__1441031046,invalid
crawler_new247__DEBL60790786,spotify_apidsr__7zzNmaeu1MHuFUIY6zvRMh,invalid
crawler_247__887396471771_USA561327786,crawler_247__3610152888424_FR6V81738717,invalid
spotify__2eGYXDaL0Gad0Lf3QZwXY5,spotify_apidsr__4BhN2tdvUvipve7ms5j802,invalid
crawler_247__885686832998_USEGX1103169,crawler_247__886788536388_USA371396289,invalid
crawler_247__886788324961_USA371403699,spotify__1Z1gX1imne2mr51d79e5D9,invalid
spotify_apidsr__3YS5X2YgfmWFbhiAH8EB7S,spotify__20sYFS1n07BBA4I0SdOlhD,invalid
crawler_theorchard__886788137592_2_2_USA371436031,crawler_phononet_ftp__01010580051111242427700042,invalid
spotify_apidsr__057v09ArDn5ohxOXhdwwav,crawler_theorchard__887396074736_1_30_USA371421720,invalid
apple__1520497309,crawler_sonydigitalcontent__A10328E0009597219L,invalid
crawler_believe__34151398,itunes_dsr__1521274307,invalid
youtube_dsr__A225140090788010,crawler_sonydigitalcontent__A10328E0009180972J,valid
crawler_kontor__4251603252501_FR7S01901180,apple__1515126126,invalid
apple__1521274307,spotify_apidsr__4lK9ZbvFjVjZ6aqIYlYFCy,invalid
apple__1516320292,spotify_apidsr__5IbkDCYqGp6clYSmO99IOg,invalid
apple__1516320289,spotify_apidsr__63Khon3Jp4uxlq3YzFszgc,invalid
youtube_dsr__A275328865167714,crawler_kontor__4032989306824_FR7S01901180,valid
spotify_apidsr__5UXKArPD3L7Wwlr2wBrUih,apple__1513872341,invalid
spotify_apidsr__247bFSZJNdG8OEXo54Uh4w,spotify_apidsr__3DymsWxIRtlX0oVtGsM6aR,valid
apple__1521945792,apple__1526766702,valid
spotify_apidsr__4j0YcBcCLultNBKrmT86pq,apple__1514033854,valid
spotify_apidsr__2h6sdoHtsx52wdRfefFX5S,apple__1514034158,valid
spotify_apidsr__5AU2Iu46EcCjR5NXtJJMy4,apple__1524265651,invalid
crawler_phononet_ftp__01010532912005130362062046,spotify_apidsr__5fpWjm4T4WBaq0GucRhDAI,valid
tedald_spotify__2hQSsoj5p9KHfp4D6HXc7t,spotify_apidsr__5CeoIltmIddQAwc5N4tprx,invalid
apple__1516320293,crawler_emidigitalcontent__00602507316334_RUUM72000416_R5,invalid
apple__1513126687,apple__1521887866,valid
apple__1499112594,crawler_believe__33710676,valid
crawler_warnerdigitalcontent__190295148102_1_20_FR7S01901180,apple__1530389886,valid
tedald_spotify__5nNmWmbrT4FfNpJ0TdYgul,spotify_apidsr__5nNmWmbrT4FfNpJ0TdYgul,valid
crawler_recochoku_ftp__1000757414,apple__898858157,valid
youtube_dsr__A842665708338470,crawler_usen_ftp__WPCL-11944-01-007,valid
youtube_dsr__A969824272447574,crawler_wmg__825646232130_00007,valid
crawler_believe__37063224,youtube_dsr__A977607531807952,valid
spotify_apidsr__42si4ikg5dh732gPuQ0xHb,youtube_dsr__A979804379899433,valid
spotify_apidsr__2GYTtJws9KguVL0gL2379n,spotify_apidsr__7HDd61WslxrXvg143g6TnI,invalid
crawler_warnerdigitalcontent__075679911452_1_4_USAT21601388,crawler_beatportsnippets__8467899,invalid
crawler_believe__13046363,tedald_spotify__0jPU39bL0SrCmYc1RwbFkX,invalid
youtube_dsr__A710168383706889,crawler_believe__19532571,invalid
spotify_apidsr__44G1LGA4d5d13g9911SvXL,apple__1242047935,invalid
spotify_apidsr__5g1BARk25uUJtEPSUwcjnU,crawler_new247__FR6V81436383,invalid
spotify_apidsr__2mQuyLkP9caRBqPdjq5yGR,youtube_dsr__A945529406369238,invalid
youtube_dsr__A471273081044864,youtube_dsr__A566227732284341,invalid
apple__1367169878,apple__1108928454,invalid
crawler_theorchard__4260149827104_1_15_DEHT41304271,crawler_beatportsnippets__8519136,invalid
spotify_apidsr__25nPHIX818onpSNGsMepiw,crawler_new247__USMCE0812257,invalid
crawler_new247__FR59R1731133,spotify_apidsr__5Xpb5hlm39tdkkX1cgKKrZ,invalid
youtube_dsr__A734334330365881,crawler_new247__DEHT41304271,invalid
apple__1161725723,youtube_dsr__A845435351161832,invalid
crawler_new247__FR2X41698556,crawler_247__887845189400_USMCE0826975,invalid
apple__1242047950,crawler_beatportsnippets__8521247,invalid
spotify_apidsr__1vjdwwx9PiVR8fP4LgjUcv,spotify_apidsr__5Lg42gocCNkyqOXKgb9BMV,invalid
apple__1347399719,crawler_247__075679909848_USAT21601388,invalid
spotify_apidsr__6uAq1aaOJn3b4qN4xJeQdG,apple__1242048262,invalid
youtube_dsr__A950787152029541,crawler_new247__USAT21601388,invalid
spotify_apidsr__4cyUov1OzAOMIocQB3hAo8,spotify_apidsr__25YgkxnU4UzEG4ORni69Rw,valid
youtube_dsr__A162431850886075,youtube_dsr__A116192604245174,valid
spotify__7JD3gqq0DA5l9xUmVCpJWu,youtube_dsr__A943744763932734,valid
youtube_dsr__A918836283113325,youtube_dsr__A694934581715379,valid
youtube_dsr__A451718728320815,apple__1234935721,invalid
spotify_apidsr__1dDsDO7BVK6CWExmyfiEMH,apple__1260473317,valid
youtube_dsr__A102175667085122,crawler_prosieben_commercial_s3__6938F73D-57A0-4A51-9008-B10967F9A774,invalid
spotify_apidsr__6MLkxnxrVEoVP1lE6Ck97U,apple__1260473315,valid
spotify_apidsr__7JD3gqq0DA5l9xUmVCpJWu,spotify__4cyUov1OzAOMIocQB3hAo8,valid
apple__1234917747,youtube_dsr__A774906392643445,invalid
crawler_gdeasia__2312880,apple__1234834111,valid
crawler_theorchard__884385895013_1_11_USA371010451,spotify_apidsr__5RUKwoy95j67sNkWy66cEJ,invalid
crawler_theorchard__885686794494_1_40_USA371262954,spotify_apidsr__5rZJjnLsr2Qz7RaTdULFGq,invalid
crawler_247__885686945513_GBQRF1000433,crawler_kontor__848033077909_CAM460901935,invalid
scf__6960608_1,crawler_new247__USA371435744,invalid
crawler_theorchard__884385242176_1_46_USA370988686,spotify_apidsr__33PxLfT6Umkup3aoeJYqZ1,invalid
apple__334664354,crawler_new247__PLL431671035,invalid
spotify_apidsr__7xXb2kK5q5qzfGqATlYA9T,spotify_apidsr__318fqywxsxtV6kuiiizZUz,invalid
spotify_apidsr__5gpregZRK9sUkQ8KYNSNBt,apple__374475848,invalid
scf__1599142_0,crawler_kontor__881226791121_CAM460901935,invalid
crawler_siaedl_xls__fa24a123-118e-4d04-94e0-14ec1e343f12,crawler_247__8032484114159_ITC940902571,invalid
crawler_247__885686268605_USA561053909,spotify_apidsr__1xmuBlojc2YJFhokjSMViS,invalid
apple__342743496,crawler_theorchard__884385227487_1_12_USA370993192,invalid
spotify_apidsr__2U4ZKUGFWndYQOrjTaveSo,crawler_247__887158826085_USQY51482339,invalid
spotify_apidsr__2NUyEetTazoRJBCdEGj287,crawler_new247__ITC940902571,invalid
crawler_new247__USA370947985,youtube_dsr__A570170114248199,invalid
spotify_apidsr__085o0mYd5ESg7sIIQAn9Ne,apple__329207835,invalid
apple__335740712,crawler_warnerdigitalcontent__825646783687_1_35_USJAY0900208,invalid
spotify_apidsr__7DvNpIJsppQ1NZxB08CsR7,spotify_apidsr__3VqgUH9NbsOgaM18mydFvz,invalid
crawler_new247__CAM461034293,youtube_dsr__A132599339616714,invalid
crawler_new247__USA370985785,spotify_apidsr__3KezWRB4WVJaymHsBOUybc,invalid
crawler_believe__39508400,crawler_believe__38189670,invalid
spotify_apidsr__7hWpKxHnIGFiWGq6SHvoB9,crawler_believe__37602184,invalid
youtube_dsr__A285253015034753,spotify_apidsr__2XNrQgv0mojqPNRuWtcEvJ,invalid
youtube_dsr__A419931711383653,crawler_believe__37602223,invalid
crawler_believe__42057025,spotify_apidsr__1m4tIxwC69734MZSM2wcIw,invalid
crawler_believe__39519989,youtube_dsr__A822488655071694,invalid
youtube_dsr__A348697038901838,crawler_believe__37697087,valid
youtube_dsr__A876301179885935,youtube_dsr__A741211604132247,valid
crawler_believe__36573497,crawler_believe__37268666,invalid
youtube_dsr__A838473037807297,youtube_dsr__A154519414821239,invalid
spotify_apidsr__2z0ukLqROjY9N5wwCqlVYI,crawler_believe__37881217,invalid
youtube_dsr__A973963318540844,spotify_apidsr__4I9TpKHDS9kIPocKc67QqW,invalid
crawler_believe__37576739,youtube_dsr__A671795038987587,valid
youtube_dsr__A211051076223111,spotify_apidsr__3fhIffwlqaWSfVfaWhcWZI,invalid
apple__1537592162,crawler_believe__37602250,invalid
spotify_apidsr__3G2V2doNP0apRtV1VBuxpH,youtube_dsr__A445069441042424,invalid
youtube_dsr__A892931573015846,spotify_apidsr__72ihOsNXd3EoeShjMI6PFl,invalid
youtube_dsr__A350344831392276,crawler_believe__39468596,invalid
crawler_believe__40160016,spotify_apidsr__5GZ6Ld9Thkqf1oZHlYJRYL,invalid
spotify_apidsr__3eJYCa0UfIsfxAqTGih831,youtube_dsr__A525260804849404,invalid
spotify_apidsr__11zVNtqT5y9Cw3AzYa2MYE,youtube_dsr__A549359298503458,valid
apple__1531461616,crawler_believe__35777092,valid
youtube_dsr__A396604488590728,youtube_dsr__A138013863517766,valid
scf__2872913_0,spotify_apidsr__0pEC10owcK34KgGYGddAqU,valid
youtube_dsr__A359862675085484,apple__1144983860,valid
crawler_awal_ftp__5054526648081_1_3_USA561472828,crawler_theorchard__887845110107_1_3_USA561472828,valid
youtube_dsr__A428764327905415,amazon_dsr__B01KYYYRFA,valid
itunes_dsr__1144983860,spotify__0pEC10owcK34KgGYGddAqU,valid
spotify__6yihxbVcqgb9d0LrnLTdK2,crawler_247__887845110107_USA561472828,valid
youtube_dsr__A172203252675111,youtube_dsr__A954221234241984,invalid
spotify_apidsr__0PkhaMejR4ObCZokHbeI4N,spotify_apidsr__54G27KiAhVuX8Y38uuShGX,invalid
crawler_believe__34844815,youtube_dsr__A683563740912295,invalid
crawler_believe__41269494,crawler_believe__36573539,invalid
crawler_believe__36573485,spotify_apidsr__1DSq7N0Wecx71hOlsHIucn,invalid
spotify_apidsr__2dgI2oP2z5MGFU5F6bj84Q,spotify_apidsr__1PpcrVZqzJahItMbh75nKH,invalid
spotify_apidsr__2i5iVIg1zB8pBANNY3OABr,youtube_dsr__A461349946298291,invalid
spotify_apidsr__6DyjElzIq7DbPDxsqb8HwU,spotify_apidsr__464uYpH0nbuBVFvrM5TeOn,invalid
crawler_believe__35053338,youtube_dsr__A749890848788528,invalid
youtube_dsr__A521279703989229,youtube_dsr__A118864451060314,invalid
spotify_apidsr__7KhMNzpa8WADFH2ca3PUBs,spotify_apidsr__3EIGoTHQzmYzy28SoddSU5,invalid
youtube_dsr__A737731538046089,crawler_believe__34076730,invalid
spotify_apidsr__5z1W4FcDksVqCxorFU3CGM,youtube_dsr__A838036265575247,invalid
youtube_dsr__A259432417259848,crawler_believe__37233334,invalid
apple__1534688375,youtube_dsr__A378968838667289,valid
apple__1529026293,spotify_apidsr__5EmmBSnh19xnaW4OXKvPl0,invalid
spotify_apidsr__0aJG4eDlOtaLytCz5U4az9,youtube_dsr__A335252072354710,invalid
spotify_apidsr__481qWHvs55Rfbx31mtqiiS,spotify_apidsr__3g9I1AxmWzQY4Q1k6ezrOZ,invalid
youtube_dsr__A604174156593746,youtube_dsr__A290496032453764,invalid
crawler_believe__35324364,youtube_dsr__A611659972027249,invalid
youtube_dsr__A819090853719072,spotify_apidsr__7GvAJHXVboIHZXthvYLMuB,invalid
youtube_dsr__A746026802805858,youtube_dsr__A616230429065169,valid
spotify_apidsr__5bOFpnucKOTfeFRYrVbdeH,spotify_apidsr__33O8itjDclLfVTfCar68gY,invalid
tedald_spotify__4sGSwbbny7Cu5icY5ZaChu,crawler_gdeasia__2516874,valid
youtube_dsr__A211286188435995,apple__1486153838,valid
spotify_apidsr__4sGSwbbny7Cu5icY5ZaChu,crawler_theorchard__195081517346_1_1_MYPJ12000010,invalid
crawler_believe__43724911,youtube_dsr__A647849341917366,invalid
youtube_dsr__A131144868090565,crawler_sonydigitalcontent__A10328E0009195766M,valid
youtube_dsr__A719560153210112,youtube_dsr__A430418319480489,valid
youtube_dsr__A900533107916213,spotify_apidsr__68PJun6pRsqFCuKcUp9hFz,invalid
spotify_apidsr__2l9P4IZZLKwQsUNeHhdocd,apple__1510957267,valid
crawler_247__7710614,crawler_247__00044001345227_TWA750001407,valid
spotify_apidsr__11oUnmVwWjd2G8ilSgnbr7,apple__1092058647,invalid
crawler_believe__45752763,crawler_247__3119483,invalid
crawler_uniqueopia_ftp__A10409P00000013EJF,crawler_believe__38835229,invalid
crawler_247__1280499,crawler_247__1752166,valid
youtube_dsr__A439527187936806,crawler_247__1777456,valid
apple__1467782127,crawler_gdeasia__1217190,invalid
crawler_247__37416617,youtube_dsr__A138183992888932,invalid
crawler_gdeasia__1333539,crawler_247__46591220,valid
spotify_apidsr__03sXvb9GJodYykpK412OOc,youtube_dsr__A782778406714517,invalid
spotify_apidsr__6lG62E7wlPHuYR8e3Lw0uG,crawler_247__12945057,invalid
spotify_apidsr__10U6bn86gppkiet8kijqRz,crawler_acinpro__cb07c78fc9b5bc98a866a27ff81d6935,invalid
tedald_spotify__4iVheIGZOnDuEDSRHbUlMR,apple__1521448476,invalid
crawler_believe__30239003,crawler_cdbaby__TR0007328957,invalid
spotify_apidsr__1YE6Gh6rL9ynkrkFPr9CY1,crawler_247__15612874,invalid
youtube_dsr__A847782926824023,crawler_believe__43290972,invalid
crawler_believe__29978028,tedald_spotify__5Z94Mfvxin7T2UmntrN6SZ,invalid
crawler_acinpro__a40a6e59f6970679ac2f80740dc25bc4,apple__1449685656,invalid
spotify_apidsr__6NUqTK94SP7hlpwe4msdtm,crawler_247__1848682,invalid
crawler_247__37416645,youtube_dsr__A803334377645409,valid
youtube_dsr__A919473186382346,crawler_sonydigitalcontent__A10328E00101268548,valid
youtube_dsr__A985582055749344,youtube_dsr__A159583268121275,valid
youtube_dsr__A441241441060004,youtube_dsr__A759634594051102,invalid
spotify_apidsr__5Sk8EPMP5YtH9FAWRENVCM,crawler_sonydigitalcontent__A10328E0009977224H,valid
youtube_dsr__A374944285142055,crawler_sonydigitalcontent__A10328E0009984150X,valid
spotify_apidsr__5UkYusNWY4yv5ulrKeDp6x,youtube_dsr__A234014613302676,invalid
spotify_apidsr__3tM6gof6sxJOcJorz82Wtt,itunes_dsr__1569112597,valid
crawler_emidigitalcontent__00790617769253_USPSU1243216_R20,scf__7165516_1,invalid
spotify__4RAOI1etsgbh5NP3T5R8rN,amazon_dsr__B001F34X04,valid
apple__1157154161,crawler_247__054391998514_USRE10700376,valid
spotify_apidsr__4vUvWNIVuzvFymIbNZWJWW,spotify_apidsr__5M9KGQXFPLFiSRC9Oo99JX,invalid
crawler_kontor__7630047174452_GBRBE0793218,crawler_bmatza_ftp__38cbb389286a1a98131d135a0c35bd22,invalid
crawler_gdeasia__1306215,scf__696002_0,valid
crawler_247__093624442769_USRE10602907,crawler_ingrooves__USQY51450610887158768170,invalid
spotify_apidsr__3cUzD9LMyh00LvgeLBLiGv,spotify_apidsr__73b8WVOayjmIPB77XiL6iK,invalid
apple__1233505747,crawler_warnerdigitalcontent__093624324560_1_6_USRE10602907,invalid
crawler_wmg__093624442721_00006,tedald_spotify__4RAOI1etsgbh5NP3T5R8rN,valid
scf__696001_0,spotify_apidsr__0dC5DfUTNQ7cnsMYiqLlS0,invalid
spotify_apidsr__7KVyme2rVGXHADkyQGOk4f,crawler_gdeasia__1308713,invalid
spotify_apidsr__3mhiRPcOXwRlUEanquT1qC,crawler_prosieben_commercial_s3__CC95A0BC-9464-4BF4-BC22-BF202C05DAF8,invalid
spotify__05eWggqE1dGTn8HcB9GeOY,youtube_dsr__A634781863952740,invalid
spotify__0Jli6hojT6aSBcFg4L2P5f,spotify_apidsr__3Un1hKRgF9OZyH0MyCgTi3,invalid
crawler_hungama__367289,apple__839313491,invalid
scpp__40035875126,crawler_warnerdigitalcontent__093624918615_1_6_USRE10602907,invalid
apple__262114969,youtube_dsr__gMXKz393rQM,invalid
crawler_new247__USRE10700376,crawler_yle__6045624bb7cc3b01684ecb5b,valid
spotify__0wnuvSCIawPU1qS28FOBF0,tedald_spotify__3cUzD9LMyh00LvgeLBLiGv,valid
tedald_spotify__11LCksADN4XuF0h7LGQ5UF,crawler_believe__26078432,valid
youtube_dsr__A862273360476276,crawler_warnerdigitalcontent__190295125103_1_1_IDA191803308,valid
youtube_dsr__A763269730140484,youtube_dsr__A948443787127459,valid
spotify_apidsr__5E6Nql4ZYXEN6Eowp0byVl,spotify_apidsr__11LCksADN4XuF0h7LGQ5UF,valid
crawler_selmi_ftp__873700e138d027915f6e9379690e1232,apple__1408492771,valid
crawler_emidigitalcontent__00602448532053_ARF362200273_R10,spotify_apidsr__3GxsQQk1YOfDzIpqz35JWJ,invalid
apple__1412892745,crawler_emidigitalcontent__00610017613201_USSYS1002950_R30,invalid
crawler_recochoku_ftp__1013063056,apple__1422004227,invalid
apple__1442967442,crawler_emidigitalcontent__00843930039630_QM3E21805045_R1,invalid
spotify_apidsr__2HA21kgP5HdL2uS7eIZWF1,amazon_dsr__B07VR1RGYT,invalid
crawler_recochoku_ftp__1012571221,youtube_dsr__A744075105272788,invalid
apple__1438981338,apple__1436313131,invalid
youtube_dsr__A706623841618208,apple__1440617673,invalid
crawler_believe__28115351,spotify_apidsr__6eVzjjkfP7XVSYXn4TACAe,invalid
crawler_believe__26737697,crawler_emidigitalcontent__00602567808015_USUM71808575_R5,invalid
spotify_apidsr__6BRBm2MNT2Pl0zuFWoDTVl,spotify_apidsr__3ER5THl1ZxjAkE2VsFHqCQ,invalid
spotify_apidsr__1v65oNKj6ldcCVOzrhVfEi,itunes_dsr__1544324113,invalid
spotify_apidsr__1SKKHBDj8wHzAIerjQNaye,spotify_apidsr__1AQZ1ldrWCirHdArN5HvpP,invalid
spotify_apidsr__5sgiWku40S3LnusfODFPPc,apple__1457837554,invalid
crawler_altafonte__8445162018609_1_7_ES84S2000028,crawler_believe__31687728,invalid
apple__1420246591,crawler_recochoku_ftp__1014059657,invalid
apple__1437502376,spotify_apidsr__55ZJvFnB8vfTlQTlVIBFAI,invalid
apple__1439934924,tedald_spotify__54EilpvF17dOXVD1JkZuj2,invalid
crawler_emidigitalcontent__00602567808022_USUM71808574_R5,crawler_believe__30762304,invalid
crawler_epmmusic_ftp__5425018005178_1_1_BED901800652,crawler_recochoku_ftp__1011243562,invalid
apple__1529624179,crawler_247__00600753346143_USIR20400706,invalid
spotify_apidsr__6og7LNqRsIi7zwshCl5L6q,crawler_247__886788162372_USA371459166,invalid
crawler_new247__FRZ111200786,spotify_apidsr__0etMijhtxjeAjNM1cDdYDg,invalid
crawler_universaldigitalcontent__00888072332003_1_7_USC4R1100449,crawler_believe__38432036,invalid
spotify_apidsr__6acPInd3pvaODt93dkI35Q,apple__483599976,invalid
crawler_247__5054196126827_CH7141200055,crawler_theorchard__888002757296_1_2_QMFMG1312203,invalid
crawler_warnerdigitalcontent__190295501884_1_44_FRZ115607320,crawler_recochoku_ftp__1004265089,invalid
crawler_idol__225423,spotify_apidsr__5yql8xJDI9Jh1VL4dJp4m3,invalid
crawler_247__889176567650_QM6N21461897,crawler_emidigitalcontent__00792755539057_USB4U0850622_R1,invalid
spotify_apidsr__1v4VjWG0zDIJeRz9Mypk5h,crawler_new247__GBBXS1160433,invalid
crawler_believe__4963563,spotify_apidsr__7ag35723qLIiQZoW3rkgbd,invalid
scf__2456149_0,crawler_new247__US6R21478085,invalid
youtube_dsr__A576757091081148,scf__3877395_0,invalid
crawler_theorchard__887845173393_1_20_US6R21210668,crawler_247__886788961029_USA561151624,valid
spotify__6109Qxdp7Yg2WZlzC8c24s,spotify_apidsr__6qKMGjXn0bp2yI2vp7Ejk5,invalid
crawler_believe__114800,crawler_new247__FR08F7900020,invalid
spotify_apidsr__7vY4jrAIvkjdcIW0vyvB9E,youtube_dsr__A539446213695620,invalid
crawler_rfa_br__brhfdb1-67479724,crawler_247__3610156484844_FRS181403611,invalid
crawler_theorchard__888831876946_1_11_USV291470570,spotify_apidsr__24tTnOm3SwgNTTkiOZEhot,invalid
crawler_idol__795578,spotify_apidsr__0vmlARTYja2C9KqvZo83DR,invalid
crawler_usen_ftp__POCE-3522-01-008,crawler_247__669910057551_USA560554221,invalid
crawler_new247__SE2RL1100101,spotify_apidsr__5VyR968lODdSs19xjEHS2P,invalid
spotify_apidsr__6raZwB3FFMPI0YzXbCNIrI,spotify_apidsr__3UGA9EWRbguQWSl6MyCZGO,invalid
crawler_247__3610150432827_ATHE41200069,spotify_apidsr__5gyvhH1tCbqfL2ybZ3jEIk,invalid
crawler_247__881034930347_USQY51186082,spotify__2CWYdQvsx77im2zlnZJk50,invalid
youtube_dsr__A251118876880391,spotify_apidsr__0ZzNifSWZOMhsZEfDdReAq,invalid
crawler_believe__25159256,spotify_apidsr__75jQOs4PLlpTIXxCHUw1BQ,invalid
crawler_believe__25159257,spotify_apidsr__0Ilm2SJ7Ou9v6JjS39g1R6,invalid
crawler_247__260746_GBLGL0816221,crawler_247__887396000629_GBQRF1206955,invalid
spotify_apidsr__2Vxxdy4QOUZdC01lxSluLl,crawler_247__4002587228927_DED510200016,invalid
crawler_ingrooves__USFTH1400074762521083626,crawler_believe__26205529,invalid
crawler_theorchard__885686903216_1_16_USEGX1103423,spotify_apidsr__6ENTygrylLU0Pz5xnF36Es,invalid
youtube_dsr__A420751034585306,crawler_new247__USY280793325,invalid
scf__5339459_0,crawler_yle__60455b58b7cc3b01684aff58,invalid
spotify_apidsr__1ZZd7TqF9Or9jMTzeLxImE,spotify_apidsr__0NT44ngiQfZ7Z1eKaqhZt3,invalid
crawler_theorchard__8809534461842_1_18_KRA771700021,apple__322830978,invalid
spotify_apidsr__3yggBrsLjw0MCj4rrw9eeI,crawler_247__297876,invalid
spotify_apidsr__2euXnJQaNaJn3kv84odu11,spotify_apidsr__7FipRBVQI5aw5sQpRIDNsk,invalid
crawler_247__3114301,crawler_believe__39084510,invalid
crawler_247__882387392189_USK4W0715299,crawler_theorchard__842914080569_1_12_USA370974400,invalid
spotify_apidsr__4K44XuELUexUZS8PT4nnor,crawler_247__3614594644457_FRX871586532,valid
crawler_selmi_ftp__d43fbf504198b943b6f368b583c9613b,youtube_dsr__A439156918165900,invalid
apple__896642001,crawler_247__3610157345267_FR6V82614868,valid
crawler_believe__7022963,crawler_247__3614594271929_FRX871540250,invalid
spotify_apidsr__62nbym8rosWJjBTsvOyn3E,spotify__62nbym8rosWJjBTsvOyn3E,valid
youtube_dsr__A650206628458515,crawler_symphonic_ftp__197077529517_1_1_QZTV32222167,invalid
crawler_ppm_xls__2255983,apple__893877159,valid
youtube_dsr__A735543664773729,crawler_247__3610155419014_FR6V82273594,invalid
tedald_spotify__4K44XuELUexUZS8PT4nnor,crawler_new247__FRX871586532,valid
apple__1035350759,crawler_selmi_ftp__6deb277bc941c332ae1132eb5baa4ad4,invalid
crawler_believe__30206804,spotify_apidsr__5jZJrtxShmhMeoDlVD2ZSz,valid
spotify_apidsr__3zd6p79W8oWgLcBePdni91,youtube_dsr__A549227281474996,invalid
youtube_dsr__A229479359119174,crawler_believe__43742566,invalid
crawler_believe__20907794,spotify__0aDBPswDzdSfFHUZLdCjel,invalid
apple__1144917550,spotify_apidsr__1N7UYi5impeHZkRkeYEdrW,valid
scf__2421604_0,youtube_dsr__A655938715972972,invalid
itunes_dsr__1048473040,apple__1072215993,valid
spotify_apidsr__3tQn9LLljYi9pfNui5ezZb,spotify_apidsr__6xfYgLZUGmQkTVLmKK9ScM,invalid
scf__2089386_0,spotify__0A51jzgRJBhF3rnmfSm7mm,valid
crawler_theorchard__190374193986_1_4_FR2PY1506270,apple__1126304194,invalid
spotify_apidsr__1E6Q6cNpovjAObFJuHu5OS,spotify_apidsr__078pEAjz9GZnQBGYqdnPHV,invalid
spotify_apidsr__51BBBOX8k2PTMVFDkyhgaM,spotify__7zUwErkWMrQxv8QZy6IbCH,valid
crawler_bmatza_ftp__b7063acfa17fa814f3097295189066a1,spotify_apidsr__0qHIbeI0uIXYzu7xszGJEa,invalid
scf__2089388_0,apple__1097965038,valid
crawler_247__190295993641_FR2PY1506210,apple__1072206012,valid
apple__1490268769,crawler_phononet_ftp__01010580051602050647364619,valid
spotify_apidsr__7qnYkXDVpCZ0nCuw0T9pBl,youtube_dsr__A672846173364837,valid
crawler_sonydigitalcontent__A10328E0008139855H,crawler_theorchard__8051827428937_1_1_FR2PY1506200,valid
spotify_apidsr__220XBNEpiEwulqRj4AXpDU,crawler_247__825646897124_FR2PY1506200,valid
crawler_theorchard__8051827428937_1_2_FR2PY1506210,crawler_ingrooves__QMRSZ15012964050538173857,invalid
crawler_kontor__5948204082697_FR2PY1506210,spotify_apidsr__1RpcNiQjisvK05PpHBWIgF,invalid
